Policy_Area,Dataset,Variable,Year,Count,Tract,tractnumber,Neighborhood,GEOID,Row_ID,Date,Location,Los Angeles Incorporated Cities,DPW_CITY_BOUNDARIES_from_dmu2_xaer,la_county_tracts_from_jczq_z5ui,City Boundaries_from_22pk_kkuz,LA Neighborhoods_from_5ikr_59ci,layer_0_from_yr99_sgmi,layer_0_from_mgnu_zr5s,New Neighborhoods_from_s3dq_ztay,Neighborhoods_from_5jp5_kw3x,Neighborhoods_from_gw34_aa8i
Housing & Real Estate,Homelessness,Total Homeless Population,2017,12,"Census Tract 1853.20, Los Angeles County, California",185320,Cypress Park,1400000US06037185320,Total_Homeless_Population_2017_1400000US06037185320,01/01/2017 12:00:00 AM,"(34.0883995, -118.2247575)",76,305,1601,76,51,177,170,173,172,172
Housing & Real Estate,Homelessness,Total Homeless Population,2017,4,"Census Tract 1320.01, Los Angeles County, California",132001,Lake Balboa,1400000US06037132001,Total_Homeless_Population_2017_1400000US06037132001,01/01/2017 12:00:00 AM,"(34.1920605, -118.5142095)",76,305,751,76,77,139,135,138,135,135
Housing & Real Estate,Homelessness,Total Homeless Population,2017,1,"Census Tract 1236.02, Los Angeles County, California",123602,Valley Glen,1400000US06037123602,Total_Homeless_Population_2017_1400000US06037123602,01/01/2017 12:00:00 AM,"(34.1794765, -118.42688)",76,305,530,76,237,159,144,147,136,136
Housing & Real Estate,Homelessness,Total Homeless Population,2017,2,"Census Tract 1344.21, Los Angeles County, California",134421,West Hills,1400000US06037134421,Total_Homeless_Population_2017_1400000US06037134421,01/01/2017 12:00:00 AM,"(34.2027805, -118.6477985)",76,305,755,76,256,247,246,248,248,248
Housing & Real Estate,Homelessness,Unsheltered Population,2017,2,"Census Tract 1112.05, Los Angeles County, California",111205,Northridge,1400000US06037111205,Unsheltered_Population_2017_1400000US06037111205,01/01/2017 12:00:00 AM,"(34.253636, -118.5358265)",76,305,214,76,152,92,92,93,92,92
Housing & Real Estate,Homelessness,Unsheltered Population,2018,5,"Census Tract 1070.10, Los Angeles County, California",107010,Sylmar,1400000US06037107010,Unsheltered_Population_2018_1400000US06037107010,01/01/2018 12:00:00 AM,"(34.302027, -118.446501)",76,305,211,76,224,55,55,56,56,56
Housing & Real Estate,Homelessness,Total Homeless Population,2017,39,"Census Tract 1851, Los Angeles County, California",185100,Mount Washington,1400000US06037185100,Total_Homeless_Population_2017_1400000US06037185100,01/01/2017 12:00:00 AM,"(34.1047205, -118.211798)",76,305,1599,76,156,158,152,155,132,132
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1873, Los Angeles County, California",187300,Silver Lake,1400000US06037187300,Sheltered_Population_2018_1400000US06037187300,01/01/2018 12:00:00 AM,"(34.101596, -118.257665)",76,305,2163,76,209,144,143,146,147,147
Housing & Real Estate,Homelessness,Unsheltered Population,2017,7,"Census Tract 1374.02, Los Angeles County, California",137402,Woodland Hills,1400000US06037137402,Unsheltered_Population_2017_1400000US06037137402,01/01/2017 12:00:00 AM,"(34.156668, -118.626367)",76,305,1566,76,272,260,261,260,259,259
Housing & Real Estate,Homelessness,Total Homeless Population,2017,0,"Census Tract 1245, Los Angeles County, California",124500,Valley Glen,1400000US06037124500,Total_Homeless_Population_2017_1400000US06037124500,01/01/2017 12:00:00 AM,"(34.1741095, -118.4246955)",76,305,776,76,237,159,144,147,136,136
Housing & Real Estate,Homelessness,Unsheltered Population,2017,6,"Census Tract 1436.02, Los Angeles County, California",143602,Studio City,1400000US06037143602,Unsheltered_Population_2017_1400000US06037143602,01/01/2017 12:00:00 AM,"(34.1449605, -118.387713)",76,305,392,76,222,132,128,131,129,129
Housing & Real Estate,Homelessness,Unsheltered Population,2018,4,"Census Tract 1349.01, Los Angeles County, California",134901,Tarzana,1400000US06037134901,Unsheltered_Population_2018_1400000US06037134901,01/01/2018 12:00:00 AM,"(34.1859945, -118.562223)",76,305,756,76,225,49,49,50,49,49
Housing & Real Estate,Homelessness,Total Homeless Population,2017,55,"Census Tract 1093, Los Angeles County, California",109300,Granada Hills,1400000US06037109300,Total_Homeless_Population_2017_1400000US06037109300,01/01/2017 12:00:00 AM,"(34.272521, -118.479515)",76,305,722,76,89,263,263,257,263,263
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1220, Los Angeles County, California",122000,Sun Valley,1400000US06037122000,Sheltered_Population_2018_1400000US06037122000,01/01/2018 12:00:00 AM,"(34.2171585, -118.4183795)",76,305,2276,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1046.10, Los Angeles County, California",104610,Pacoima,1400000US06037104610,Sheltered_Population_2017_1400000US06037104610,01/01/2017 12:00:00 AM,"(34.2604335, -118.4189955)",76,305,203,76,167,98,98,100,98,97
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1246, Los Angeles County, California",124600,Sherman Oaks,1400000US06037124600,Sheltered_Population_2018_1400000US06037124600,01/01/2018 12:00:00 AM,"(34.161935, -118.4268715)",76,305,2344,76,206,264,264,264,264,264
Housing & Real Estate,Homelessness,Unsheltered Population,2017,1,"Census Tract 1132.11, Los Angeles County, California",113211,Chatsworth,1400000US06037113211,Unsheltered_Population_2017_1400000US06037113211,01/01/2017 12:00:00 AM,"(34.2635755, -118.611966)",76,305,726,76,45,168,162,165,164,164
Housing & Real Estate,Homelessness,Total Homeless Population,2017,14,"Census Tract 1241.04, Los Angeles County, California",124104,North Hollywood,1400000US06037124104,Total_Homeless_Population_2017_1400000US06037124104,01/01/2017 12:00:00 AM,"(34.1848615, -118.383409)",76,305,1901,76,160,114,112,115,114,112
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1862.03, Los Angeles County, California",186203,Mount Washington,1400000US06037186203,Sheltered_Population_2018_1400000US06037186203,01/01/2018 12:00:00 AM,"(34.1149675, -118.215376)",76,305,2214,76,156,158,152,155,132,132
Housing & Real Estate,Homelessness,Unsheltered Population,2018,3,"Census Tract 1904.02, Los Angeles County, California",190402,Los Feliz,1400000US06037190402,Unsheltered_Population_2018_1400000US06037190402,01/01/2018 12:00:00 AM,"(34.103557, -118.307149)",76,305,609,76,140,228,229,224,221,221
Housing & Real Estate,Homelessness,Total Homeless Population,2017,62,"Census Tract 1133.03, Los Angeles County, California",113303,Chatsworth,1400000US06037113303,Total_Homeless_Population_2017_1400000US06037113303,01/01/2017 12:00:00 AM,"(34.2420235, -118.5801645)",76,305,1895,76,45,168,162,165,164,164
Housing & Real Estate,Homelessness,Total Homeless Population,2017,12,"Census Tract 2012, Los Angeles County, California",201200,El Sereno,1400000US06037201200,Total_Homeless_Population_2017_1400000US06037201200,01/01/2017 12:00:00 AM,"(34.0890575, -118.177957)",76,305,462,76,75,150,149,152,153,153
Housing & Real Estate,Homelessness,Total Homeless Population,2017,4,"Census Tract 1190.01, Los Angeles County, California",119001,Arleta,1400000US06037119001,Total_Homeless_Population_2017_1400000US06037119001,01/01/2017 12:00:00 AM,"(34.232289, -118.4180405)",76,305,1572,76,10,161,172,164,162,162
Housing & Real Estate,Homelessness,Unsheltered Population,2018,5,"Census Tract 1394.02, Los Angeles County, California",139402,Tarzana,1400000US06037139402,Unsheltered_Population_2018_1400000US06037139402,01/01/2018 12:00:00 AM,"(34.1677675, -118.548778)",76,305,1310,76,225,49,49,50,49,49
Housing & Real Estate,Homelessness,Total Homeless Population,2018,15,"Census Tract 1224.10, Los Angeles County, California",122410,Sun Valley,1400000US06037122410,Total_Homeless_Population_2018_1400000US06037122410,01/01/2018 12:00:00 AM,"(34.204063, -118.3921485)",76,305,297,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1835.20, Los Angeles County, California",183520,Highland Park,1400000US06037183520,Sheltered_Population_2017_1400000US06037183520,01/01/2017 12:00:00 AM,"(34.110558, -118.201548)",76,305,1596,76,105,120,118,121,118,118
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1439.02, Los Angeles County, California",143902,Sherman Oaks,1400000US06037143902,Sheltered_Population_2018_1400000US06037143902,01/01/2018 12:00:00 AM,"(34.1378715, -118.418298)",76,305,1192,76,206,264,264,264,264,264
Housing & Real Estate,Homelessness,Total Homeless Population,2017,17,"Census Tract 1994, Los Angeles County, California",199400,Montecito Heights,1400000US06037199400,Total_Homeless_Population_2017_1400000US06037199400,01/01/2017 12:00:00 AM,"(34.0875695, -118.209014)",76,305,2156,76,154,175,168,171,170,170
Housing & Real Estate,Homelessness,Total Homeless Population,2017,17,"Census Tract 1327, Los Angeles County, California",132700,Reseda,1400000US06037132700,Total_Homeless_Population_2017_1400000US06037132700,01/01/2017 12:00:00 AM,"(34.189425, -118.527258)",76,305,1306,76,186,172,179,30,180,180
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1281.01, Los Angeles County, California",128101,Valley Glen,1400000US06037128101,Sheltered_Population_2017_1400000US06037128101,01/01/2017 12:00:00 AM,"(34.1902995, -118.4356175)",76,305,38,76,237,159,144,147,136,136
Housing & Real Estate,Homelessness,Unsheltered Population,2017,24,"Census Tract 1042.01, Los Angeles County, California",104201,Pacoima,1400000US06037104201,Unsheltered_Population_2017_1400000US06037104201,01/01/2017 12:00:00 AM,"(34.2867415, -118.4160805)",76,305,668,76,167,98,98,100,98,97
Housing & Real Estate,Homelessness,Unsheltered Population,2018,5,"Census Tract 1438, Los Angeles County, California",143800,Studio City,1400000US06037143800,Unsheltered_Population_2018_1400000US06037143800,01/01/2018 12:00:00 AM,"(34.1343225, -118.3793935)",76,305,1591,76,222,132,128,131,129,129
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1171.01, Los Angeles County, California",117101,North Hills,1400000US06037117101,Sheltered_Population_2018_1400000US06037117101,01/01/2018 12:00:00 AM,"(34.2391215, -118.4617905)",76,305,291,76,159,72,72,73,75,67
Housing & Real Estate,Homelessness,Unsheltered Population,2018,4,"Census Tract 1174.05, Los Angeles County, California",117405,North Hills,1400000US06037117405,Unsheltered_Population_2018_1400000US06037117405,01/01/2018 12:00:00 AM,"(34.2337315, -118.4702305)",76,305,731,76,159,72,72,73,75,67
Housing & Real Estate,Homelessness,Total Homeless Population,2017,30,"Census Tract 1271.03, Los Angeles County, California",127103,Van Nuys,1400000US06037127103,Total_Homeless_Population_2017_1400000US06037127103,01/01/2017 12:00:00 AM,"(34.2046925, -118.42898)",76,305,744,76,239,31,31,32,21,21
Housing & Real Estate,Homelessness,Unsheltered Population,2018,0,"Census Tract 1380, Los Angeles County, California",138000,Woodland Hills,1400000US06037138000,Unsheltered_Population_2018_1400000US06037138000,01/01/2018 12:00:00 AM,"(34.1469275, -118.5914025)",76,305,2050,76,272,260,261,260,259,259
Housing & Real Estate,Homelessness,Unsheltered Population,2017,0,"Census Tract 1060.10, Los Angeles County, California",106010,Sylmar,1400000US06037106010,Unsheltered_Population_2017_1400000US06037106010,01/01/2017 12:00:00 AM,"(34.3231715, -118.444538)",76,305,1288,76,224,55,55,56,56,56
Housing & Real Estate,Homelessness,Total Homeless Population,2017,2,"Census Tract 1064.08, Los Angeles County, California",106408,Sylmar,1400000US06037106408,Total_Homeless_Population_2017_1400000US06037106408,01/01/2017 12:00:00 AM,"(34.3132585, -118.440082)",76,305,209,76,224,55,55,56,56,56
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1837.01, Los Angeles County, California",183701,Highland Park,1400000US06037183701,Sheltered_Population_2018_1400000US06037183701,01/01/2018 12:00:00 AM,"(34.108515, -118.186489)",76,305,234,76,105,120,118,121,118,118
Housing & Real Estate,Homelessness,Total Homeless Population,2017,79,"Census Tract 1916.10, Los Angeles County, California",191610,East Hollywood,1400000US06037191610,Total_Homeless_Population_2017_1400000US06037191610,01/01/2017 12:00:00 AM,"(34.0871475, -118.304811)",76,305,1642,76,67,234,219,233,233,233
Housing & Real Estate,Homelessness,Total Homeless Population,2017,16,"Census Tract 1233.03, Los Angeles County, California",123303,Valley Glen,1400000US06037123303,Total_Homeless_Population_2017_1400000US06037123303,01/01/2017 12:00:00 AM,"(34.1975515, -118.411425)",76,305,772,76,237,159,144,147,136,136
Housing & Real Estate,Homelessness,Total Homeless Population,2017,76,"Census Tract 1956, Los Angeles County, California",195600,Echo Park,1400000US06037195600,Total_Homeless_Population_2017_1400000US06037195600,01/01/2017 12:00:00 AM,"(34.0810905, -118.266765)",76,305,433,76,63,148,147,150,151,151
Housing & Real Estate,Homelessness,Unsheltered Population,2018,5,"Census Tract 1314, Los Angeles County, California",131400,Reseda,1400000US06037131400,Unsheltered_Population_2018_1400000US06037131400,01/01/2018 12:00:00 AM,"(34.214622, -118.531704)",76,305,536,76,186,172,179,30,180,180
Housing & Real Estate,Homelessness,Unsheltered Population,2018,16,"Census Tract 1917.20, Los Angeles County, California",191720,Hollywood,1400000US06037191720,Unsheltered_Population_2018_1400000US06037191720,01/01/2018 12:00:00 AM,"(34.0887225, -118.3124455)",76,305,57,76,108,239,240,239,239,239
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1902.02, Los Angeles County, California",190202,Hollywood,1400000US06037190202,Sheltered_Population_2018_1400000US06037190202,01/01/2018 12:00:00 AM,"(34.1033925, -118.335128)",76,305,540,76,108,239,240,239,239,239
Housing & Real Estate,Homelessness,Sheltered Population,2018,0,"Census Tract 1882.02, Los Angeles County, California",188202,Los Feliz,1400000US06037188202,Sheltered_Population_2018_1400000US06037188202,01/01/2018 12:00:00 AM,"(34.116113, -118.2790375)",76,305,53,76,140,228,229,224,221,221
Housing & Real Estate,Homelessness,Unsheltered Population,2017,5,"Census Tract 1891.02, Los Angeles County, California",189102,Los Feliz,1400000US06037189102,Unsheltered_Population_2017_1400000US06037189102,01/01/2017 12:00:00 AM,"(34.113089, -118.2888405)",76,305,1607,76,140,228,229,224,221,221
Housing & Real Estate,Homelessness,Unsheltered Population,2018,113,"Census Tract 1990, Los Angeles County, California",199000,Lincoln Heights,1400000US06037199000,Unsheltered_Population_2018_1400000US06037199000,01/01/2018 12:00:00 AM,"(34.081284, -118.21934)",76,305,2317,76,134,122,120,122,120,120
Housing & Real Estate,Homelessness,Unsheltered Population,2018,6,"Census Tract 1433, Los Angeles County, California",143300,Studio City,1400000US06037143300,Unsheltered_Population_2018_1400000US06037143300,01/01/2018 12:00:00 AM,"(34.1521895, -118.386433)",76,305,1589,76,222,132,128,131,129,129
Housing & Real Estate,Homelessness,Total Homeless Population,2018,39,"Census Tract 1284, Los Angeles County, California",128400,Van Nuys,1400000US06037128400,Total_Homeless_Population_2018_1400000US06037128400,01/01/2018 12:00:00 AM,"(34.178852, -118.461253)",76,305,1538,76,239,31,31,32,21,21
Housing & Real Estate,Homelessness,Unsheltered Population,2018,2,"Census Tract 1951, Los Angeles County, California",195100,Silver Lake,1400000US06037195100,Unsheltered_Population_2018_1400000US06037195100,01/01/2018 12:00:00 AM,"(34.1005075, -118.268184)",76,305,1325,76,209,144,143,146,147,147
Housing & Real Estate,Homelessness,Sheltered Population,2017,0,"Census Tract 1352.03, Los Angeles County, California",135203,West Hills,1400000US06037135203,Sheltered_Population_2017_1400000US06037135203,01/01/2017 12:00:00 AM,"(34.1943875, -118.6552165)",76,305,2225,76,256,247,246,248,248,248
Housing & Real Estate,Homelessness,Unsheltered Population,2017,141,"Census Tract 1919.01, Los Angeles County, California",191901,Hollywood,1400000US06037191901,Unsheltered_Population_2017_1400000US06037191901,01/01/2017 12:00:00 AM,"(34.0907325, -118.3386055)",76,305,1018,76,108,239,240,239,239,239
Housing & Real Estate,Homelessness,Unsheltered Population,2018,14,"Census Tract 1331, Los Angeles County, California",133100,Tarzana,1400000US06037133100,Unsheltered_Population_2018_1400000US06037133100,01/01/2018 12:00:00 AM,"(34.185206, -118.5447525)",76,305,753,76,225,49,49,50,49,49
Housing & Real Estate,Homelessness,Unsheltered Population,2018,83,"Census Tract 1221.22, Los Angeles County, California",122122,Sun Valley,1400000US06037122122,Unsheltered_Population_2018_1400000US06037122122,01/01/2018 12:00:00 AM,"(34.220949, -118.3717735)",76,305,529,76,198,206,204,202,202,202
Housing & Real Estate,Homelessness,Unsheltered Population,2017,90,"Census Tract 1907, Los Angeles County, California",190700,Hollywood,1400000US06037190700,Unsheltered_Population_2017_1400000US06037190700,01/01/2017 12:00:00 AM,"(34.098, -118.332675)",76,305,503,76,108,239,240,239,239,239
